lab,age_group,d_z,n,d_z_var,method,mean_age,prop_monolingual,modal_lang1,mean_lang1_exposure,prop_preterm,prop_curr_earinfection,prop_hearing_vision,prop_cognitive_developmental,prop_nae,num_trials,participant_design,presentation,response_mode,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type
kyotobabylab,6-9 mo,NA,NA,NA,eyetracking,222.41666666666666,1,japanese,99.47916666666667,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,12-15 mo,NA,NA,NA,eyetracking,371.57142857142856,1,japanese,99.60714285714286,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,12-15 mo,NA,NA,NA,eyetracking,404.900826446281,1,spanish,99.50413223140495,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,3-6 mo,NA,NA,NA,eyetracking,96,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,9-12 mo,NA,NA,NA,eyetracking,327.37142857142857,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,6-9 mo,NA,NA,NA,eyetracking,221.96575342465752,1,spanish,99.38356164383562,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,6-9 mo,NA,NA,NA,hpp,225,1,english,98.5,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,12-15 mo,NA,NA,NA,hpp,454.76190476190476,0.38095238095238093,english,66.76190476190476,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
lcdfsu,12-15 mo,NA,NA,NA,eyetracking,425.8313253012048,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lcdfsu,9-12 mo,NA,NA,NA,eyetracking,319.3888888888889,1,english,100,NA,0.06172839506172839,0.05555555555555555,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lcduleeds,12-15 mo,NA,NA,NA,eyetracking,413.531746031746,1,english,99.96825396825396,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,9-12 mo,NA,NA,NA,singlescreen,315.23870967741937,1,english,99.26451612903226,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,3-6 mo,NA,NA,NA,singlescreen,147.35766423357666,1,english,99.12408759124088,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,12-15 mo,NA,NA,NA,singlescreen,414.88235294117646,1,english,99.68235294117648,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,12-15 mo,NA,NA,NA,eyetracking,399.25333333333333,1,english,99.92666666666666,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,9-12 mo,NA,NA,NA,eyetracking,292.6666666666667,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,6-9 mo,NA,NA,NA,eyetracking,225.11731843575419,1,english,99.3072625698324,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lppparisdescartes2,6-9 mo,NA,NA,NA,hpp,241.6,1,french,98.65573770491804,NA,0.05901639344262295,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
lscppsl,12-15 mo,NA,NA,NA,eyetracking,401.6776859504132,1,french,98.14876033057851,NA,0.06611570247933884,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
minddevlabbicocca,6-9 mo,NA,NA,NA,singlescreen,193.41176470588235,1,italian,98.82352941176471,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,9-12 mo,NA,NA,NA,hpp,283,1,english,100,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,12-15 mo,NA,NA,NA,eyetracking,429.4492753623188,1,english,95.79710144927536,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,NA,NA,NA,eyetracking,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,NA,NA,NA,eyetracking,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,NA,NA,NA,singlescreen,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,NA,NA,NA,singlescreen,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,9-12 mo,NA,NA,NA,eyetracking,278,1,english,100,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
purdueinfantspeech,6-9 mo,NA,NA,NA,hpp,273,1,english,100,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
socialcogumiami,3-6 mo,NA,NA,NA,eyetracking,135.60683760683762,1,english,95.76923076923077,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
